NAME,STATE,CONSTITUENCY,PARTY,GENDER,AGE,CATEGORY,EDUCATION,CRIMINAL,ASSETS,LIABILITIES,WINNER,SYMBOL,GENERAL,POSTAL,TOTAL,% of Votes Secured - Over Total Votes Polled In Constituency,% of Votes Secured - Over Total Electors In Constituency,Over Total Valid Votes Polled In Constituency,Valid Votes,Total Votes Polled In The Constituency,TOTAL ELECTORS
BALARAM DEBBARMA,Tripura,Tripura West,IND,MALE,49,ST,8th Pass,1,10000,0,0,Whistle,4356,123,4479,0.37,0.3,0.37,1195197,1212774,1469453
IMRAN MASOOD,Uttar Pradesh,Saharanpur,INC,MALE,53,GENERAL,12th Pass,8,55502166,0,1,Hand,547383,584,547967,44.54,29.5,44.74,1224889,1230347,1857816
MAJID ALI,Uttar Pradesh,Saharanpur,BSP,MALE,60,GENERAL,Literate,6,1595900079,61026227,0,Elephant,179994,359,180353,14.66,9.71,14.72,1224889,1230347,1857816
SHABNAM,Uttar Pradesh,Saharanpur,IND,FEMALE,33,GENERAL,Graduate,1,,,0,Auto- rickshaw,2370,3,2373,0.19,0.13,0.19,1224889,1230347,1857816
TASMEEM BANO,Uttar Pradesh,Saharanpur,IND,FEMALE,53,GENERAL,Literate,1,789906771,61026227,0,Cauliflower,883,2,885,0.07,0.05,0.07,1224889,1230347,1857816
PRADEEP KUMAR,Uttar Pradesh,Kairana,BJP,MALE,53,GENERAL,Post Graduate,5,25564752,1218681,0,Lotus,456075,2822,458897,42.49,26.56,42.63,1076557,1080035,1727579
JAHID,Uttar Pradesh,Kairana,SDPI,MALE,40,GENERAL,Literate,1,645800,0,0,Auto- rickshaw,3316,4,3320,0.31,0.19,0.31,1076557,1080035,1727579
HARENDRA SINGH MALIK,Uttar Pradesh,Muzaffarnagar,SP,MALE,69,GENERAL,Graduate,1,90780765,1129635,1,Bicycle,469804,917,470721,43.63,25.81,43.8,1074753,1078915,1823717
SANJEEV KUMAR BALYAN,Uttar Pradesh,Muzaffarnagar,BJP,MALE,51,GENERAL,Doctorate,2,,,0,Lotus,443815,2234,446049,41.34,24.46,41.5,1074753,1078915,1823717
DARA SINGH PRAJAPATI,Uttar Pradesh,Muzaffarnagar,BSP,MALE,55,GENERAL,10th Pass,4,217777737,80994983,0,Elephant,143323,384,143707,13.32,7.88,13.37,1074753,1078915,1823717
NEEL KUMAR,Uttar Pradesh,Muzaffarnagar,JAISMP,MALE,35,SC,Post Graduate,1,1587500,0,0,Gas cylinder,858,3,861,0.08,0.05,0.08,1074753,1078915,1823717
CHANDAN CHAUHAN,Uttar Pradesh,Bijnor,RLD,MALE,35,GENERAL,Graduate Professional,3,78426582,2572810,1,Hand pump,402604,1889,404493,39.47,23.2,39.66,1019986,1024843,1743213
VIJENDER SINGH,Uttar Pradesh,Bijnor,BSP,MALE,45,GENERAL,10th Pass,9,283729274,50000000,0,Elephant,218294,692,218986,21.37,12.56,21.47,1019986,1024843,1743213
ABDUL BARI,Uttar Pradesh,Bijnor,JAISMP,MALE,45,GENERAL,Doctorate,1,5063000,2000000,0,Gas cylinder,8046,26,8072,0.79,0.46,0.79,1019986,1024843,1743213
DEEPAK KUMAR,Uttar Pradesh,Bijnor,IND,MALE,46,GENERAL,Graduate,1,17489137,2932060,0,Ganna kisan,7284,34,7318,0.71,0.42,0.72,1019986,1024843,1743213
ZAHEER,Uttar Pradesh,Bijnor,IND,MALE,52,GENERAL,Illiterate,2,,,0,Sewing machine,2780,8,2788,0.27,0.16,0.27,1019986,1024843,1743213
CHANDRASHEKHAR,Uttar Pradesh,Nagina,ASPKR,MALE,36,SC,Graduate Professional,36,3986581,0,1,Kettle,511812,740,512552,51.18,31.11,51.46,995996,1001499,1647310
MANOJ KUMAR,Uttar Pradesh,Nagina,SP,MALE,45,SC,Post Graduate,2,16260000,0,1,Bicycle,102104,270,102374,10.22,6.21,10.28,995996,1001499,1647310
MANOJ KUMAR,Uttar Pradesh,Nagina,SP,MALE,45,SC,12th Pass,1,720227,500000,1,Bicycle,102104,270,102374,10.22,6.21,10.28,995996,1001499,1647310
MANOJ KUMAR,Uttar Pradesh,Nagina,SP,MALE,45,SC,12th Pass,2,,,1,Bicycle,102104,270,102374,10.22,6.21,10.28,995996,1001499,1647310
MANOJ KUMAR,Uttar Pradesh,Nagina,SP,MALE,45,SC,Graduate,1,32491416,2400000,1,Bicycle,102104,270,102374,10.22,6.21,10.28,995996,1001499,1647310
SANJEEV KUMAR,Uttar Pradesh,Nagina,IND,MALE,45,SC,Post Graduate,2,164500,0,0,Almirah,2195,6,2201,0.22,0.13,0.22,995996,1001499,1647310
KUNWAR SARVESH KUMAR,Uttar Pradesh,Moradabad,BJP,MALE,72,GENERAL,10th Pass,2,,,0,Lotus,530176,1425,531601,41.41,25.77,41.62,1277361,1283812,2062642
MO IRFAN,Uttar Pradesh,Moradabad,BSP,MALE,46,GENERAL,Graduate,1,,,0,Elephant,92116,197,92313,7.19,4.48,7.23,1277361,1283812,2062642
MOHD JAMSHED,Uttar Pradesh,Moradabad,IND,MALE,38,GENERAL,Post Graduate,1,,,0,Ganna kisan,1717,2,1719,0.13,0.08,0.13,1277361,1283812,2062642
AMARJEET SINGH JATAV,Uttar Pradesh,Moradabad,IND,MALE,34,SC,Post Graduate,1,480000,0,0,Crane,937,15,952,0.07,0.05,0.07,1277361,1283812,2062642
MOHIBBULLAH,Uttar Pradesh,Rampur,SP,MALE,48,GENERAL,Post Graduate,3,4505342,0,1,Bicycle,481252,251,481503,49.7,27.78,50.03,962426,968791,1733243
ZEESHAN KHAN,Uttar Pradesh,Rampur,BSP,MALE,31,GENERAL,10th Pass,1,,,0,Elephant,79561,131,79692,8.23,4.6,8.28,962426,968791,1733243
ARSHAD WARSI,Uttar Pradesh,Rampur,MNDP,MALE,44,GENERAL,Literate,6,32506000,0,0,Crane,2919,8,2927,0.3,0.17,0.3,962426,968791,1733243
MEHMOOD PRACHA,Uttar Pradesh,Rampur,IND,MALE,59,GENERAL,Graduate,6,,,0,Rubber stamp,2750,9,2759,0.28,0.16,0.29,962426,968791,1733243
SHIV PRASAD,Uttar Pradesh,Rampur,IND,MALE,46,GENERAL,8th Pass,1,3280000,0,0,Bat,1465,11,1476,0.15,0.09,0.15,962426,968791,1733243
ZIA UR REHMAN,Uttar Pradesh,Sambhal,SP,MALE,35,GENERAL,Graduate Professional,6,18967476,0,1,Bicycle,570745,416,571161,47.77,30.07,48.09,1187766,1195706,1899292
CHAUDHARY SAULAT ALI,Uttar Pradesh,Sambhal,BSP,MALE,72,GENERAL,Graduate Professional,1,,,0,Elephant,152317,143,152460,12.75,8.03,12.84,1187766,1195706,1899292
SANTOSH,Uttar Pradesh,Sambhal,KTKD,MALE,40,GENERAL,8th Pass,2,,,0,Plate containing food,1201,3,1204,0.1,0.06,0.1,1187766,1195706,1899292
PAVAN KUMAR,Uttar Pradesh,Sambhal,LGP,MALE,43,GENERAL,12th Pass,3,80000,0,0,Box,636,1,637,0.05,0.03,0.05,1187766,1195706,1899292
KANWAR SINGH TANWAR,Uttar Pradesh,Amroha,BJP,MALE,63,GENERAL,8th Pass,1,2147933326,19897537,1,Lotus,475210,1296,476506,42.88,27.69,43.13,1104790,1111135,1720677
KUNWAR DANISH ALI,Uttar Pradesh,Amroha,INC,MALE,48,GENERAL,Post Graduate,1,106591116,0,0,Hand,447343,493,447836,40.3,26.03,40.54,1104790,1111135,1720677
MUJAHID HUSAIN,Uttar Pradesh,Amroha,BSP,MALE,59,GENERAL,Graduate,1,,,0,Elephant,163885,214,164099,14.77,9.54,14.85,1104790,1111135,1720677
SUNITA VERMA,Uttar Pradesh,Meerut,SP,FEMALE,47,GENERAL,10th Pass,1,90450909,6429591,0,Bicycle,535009,875,535884,45.28,26.72,45.5,1177703,1183456,2005669
HAJI AFZAL,Uttar Pradesh,Meerut,SACP,MALE,52,GENERAL,8th Pass,2,4915000,0,0,Whistle,2026,3,2029,0.17,0.1,0.17,1177703,1183456,2005669
DR RAJKUMAR SANGWAN,Uttar Pradesh,Baghpat,RLD,MALE,63,GENERAL,Doctorate,3,4799426,0,1,Hand pump,485765,3202,488967,52.31,29.36,52.65,928663,934744,1665208
AMARPAL,Uttar Pradesh,Baghpat,SP,MALE,56,GENERAL,12th Pass,9,396631454,1050000,0,Bicycle,328487,1021,329508,35.25,19.79,35.48,928663,934744,1665208
PRAVEEN BANSAL,Uttar Pradesh,Baghpat,BSP,MALE,43,GENERAL,Post Graduate,1,80198097,21522597,0,Elephant,91740,526,92266,9.87,5.54,9.94,928663,934744,1665208
DOLLY SHARMA,Uttar Pradesh,Ghaziabad,INC,FEMALE,40,GENERAL,Post Graduate,1,21379137,0,0,Hand,516699,506,517205,35.17,17.54,35.37,1462219,1470740,2948720
DR. MAHENDRA SINGH NAGAR,Uttar Pradesh,Gautam Buddha Nagar,SP,MALE,68,GENERAL,Graduate Professional,1,,,0,Bicycle,297697,660,298357,20.72,11.13,20.91,1426920,1440060,2681482
MAHKAR SINGH,Uttar Pradesh,Gautam Buddha Nagar,IND,MALE,54,GENERAL,5th Pass,2,,,0,Bucket,1118,6,1124,0.08,0.04,0.08,1426920,1440060,2681482
NARESH NAUTIYAL,Uttar Pradesh,Gautam Buddha Nagar,BRJ,MALE,54,GENERAL,Graduate,1,52205000,3500000,0,Battery Torch,931,10,941,0.07,0.04,0.07,1426920,1440060,2681482
DR BHOLA SINGH,Uttar Pradesh,Bulandshahr,BJP,MALE,46,SC,Graduate,1,,,1,Lotus,594040,3270,597310,56.54,31.98,57.02,1047474,1056357,1867981
RAJESH TUREHA,Uttar Pradesh,Bulandshahr,RKSYPP,MALE,58,SC,Illiterate,2,1297000,0,0,Plate containing food,4391,10,4401,0.42,0.24,0.42,1047474,1056357,1867981
PRADEEP KUMAR,Uttar Pradesh,Bulandshahr,IND,MALE,33,SC,Post Graduate,5,25564752,1218681,0,Crane,2547,16,2563,0.24,0.14,0.24,1047474,1056357,1867981
BIJENDRA SINGH,Uttar Pradesh,Aligarh,SP,MALE,67,GENERAL,Graduate,2,119229988,650000,0,Bicycle,485588,599,486187,42.67,24.27,43.09,1128432,1139422,2002868
HITENDRA KUMAR ALIAS BUNTY UPADHYAY,Uttar Pradesh,Aligarh,BSP,MALE,45,GENERAL,Graduate Professional,1,,,0,Elephant,123770,159,123929,10.88,6.19,10.98,1128432,1139422,2002868
KESHAV DEV ALIAS PANDIT KESHAV DEV GAUTAM,Uttar Pradesh,Aligarh,IND,MALE,48,GENERAL,Literate,5,964218,0,0,Chappals,1308,11,1319,0.12,0.07,0.12,1128432,1139422,2002868
RAJESH KUMAR,Uttar Pradesh,Aligarh,IND,MALE,46,GENERAL,12th Pass,1,9518000,0,0,Gas cylinder,1053,3,1056,0.09,0.05,0.09,1128432,1139422,2002868
RAJESH KUMAR,Uttar Pradesh,Aligarh,IND,MALE,46,GENERAL,12th Pass,5,8764850,0,0,Gas cylinder,1053,3,1056,0.09,0.05,0.09,1128432,1139422,2002868
RAJ KUMAR,Uttar Pradesh,Aligarh,RSOSP,MALE,40,GENERAL,12th Pass,1,,,0,Hockey and ball,407,5,412,0.04,0.02,0.04,1128432,1139422,2002868
RAJ KUMAR,Uttar Pradesh,Aligarh,RSOSP,MALE,40,GENERAL,10th Pass,3,13004000,0,0,Hockey and ball,407,5,412,0.04,0.02,0.04,1128432,1139422,2002868
ANOOP PRADHAN BALMIKI,Uttar Pradesh,Hathras,BJP,MALE,44,SC,12th Pass,1,,,1,Lotus,552334,2412,554746,51.2,28.5,51.54,1076421,1083446,1946138
JASVEER VALMIKI,Uttar Pradesh,Hathras,SP,MALE,49,SC,Literate,1,14507878,2243531,0,Bicycle,306637,791,307428,28.38,15.8,28.56,1076421,1083446,1946138
RAKESH KUMAR,Uttar Pradesh,Mathura,IND,MALE,40,GENERAL,12th Pass,5,5598600,600000,0,Coat,4492,2,4494,0.47,0.23,0.47,952483,957463,1939130
SHIKHA SHARMA,Uttar Pradesh,Mathura,IND,FEMALE,33,GENERAL,12th Pass,1,,,0,Camera,2246,5,2251,0.24,0.12,0.24,952483,957463,1939130
MONI FALHARI BAPU,Uttar Pradesh,Mathura,IND,MALE,71,GENERAL,Literate,1,150000,0,0,Auto- rickshaw,1322,4,1326,0.14,0.07,0.14,952483,957463,1939130
SURESH CHANDRA VAGHEL,Uttar Pradesh,Mathura,RSOSP,MALE,56,GENERAL,8th Pass,1,2405958,0,0,Ganna kisan,822,7,829,0.09,0.04,0.09,952483,957463,1939130
SURESH CHAND KARDAM,Uttar Pradesh,Agra,SP,MALE,63,SC,Illiterate,1,346396601,0,0,Bicycle,326644,1459,328103,29.15,15.81,29.38,1116765,1125376,2075821
AMBEDAKARI HASANURAM AMBEDAKARI,Uttar Pradesh,Agra,IND,MALE,69,SC,Literate,1,,,0,Crane,927,6,933,0.08,0.04,0.08,1116765,1125376,2075821
RAJKUMAR CHAHAR,Uttar Pradesh,Fatehpur Sikri,BJP,MALE,56,GENERAL,Graduate,2,34176612,1964321,1,Lotus,442862,2795,445657,43.07,24.66,43.42,1026362,1034638,1807314
RAMNATH SINGH SIKARWAR,Uttar Pradesh,Fatehpur Sikri,INC,MALE,55,GENERAL,Graduate,17,6992919,0,0,Hand,400572,1680,402252,38.88,22.26,39.19,1026362,1034638,1807314
DR RAMESHWAR SINGH,Uttar Pradesh,Fatehpur Sikri,IND,MALE,50,GENERAL,Doctorate,1,59104232,15552000,0,Cot,48301,305,48606,4.7,2.69,4.74,1026362,1034638,1807314
HOTAM SINGH NISHAD,Uttar Pradesh,Fatehpur Sikri,RSOSP,MALE,35,GENERAL,Graduate,4,13438133,382600,0,Hockey and ball,1805,5,1810,0.17,0.1,0.18,1026362,1034638,1807314
AKSHAYA YADAV,Uttar Pradesh,Firozabad,SP,MALE,37,GENERAL,Graduate Professional,3,1364348650,116561358,1,Bicycle,541861,1176,543037,48.98,28.64,49.28,1102017,1108735,1896052
VISHWADEEP SINGH,Uttar Pradesh,Firozabad,BJP,MALE,75,GENERAL,Post Graduate,1,115469473,4356778,0,Lotus,452946,779,453725,40.92,23.93,41.17,1102017,1108735,1896052
CHOWDHARY BASHEER,Uttar Pradesh,Firozabad,BSP,MALE,47,GENERAL,Literate,9,13064740,1798870,0,Elephant,90849,99,90948,8.2,4.8,8.25,1102017,1108735,1896052
RAJVEER,Uttar Pradesh,Firozabad,IND,MALE,57,GENERAL,10th Pass,1,,,0,Almirah,1367,13,1380,0.12,0.07,0.13,1102017,1108735,1896052
SUNIL KUMAR MISHRA,Uttar Pradesh,Mainpuri,SRSMJNP,MALE,49,GENERAL,12th Pass,2,,,0,Table,878,4,882,0.08,0.05,0.08,1049429,1056192,1798051
DEVESH SHAKYA,Uttar Pradesh,Etah,SP,MALE,42,GENERAL,Post Graduate,1,34061340,442323,1,Bicycle,474263,1545,475808,47.03,27.92,47.33,1005225,1011620,1703935
DANVEER,Uttar Pradesh,Etah,IND,MALE,47,SC,10th Pass,1,6818000,450000,0,Almirah,1261,4,1265,0.13,0.07,0.13,1005225,1011620,1703935
ASHOK KUMAR,Uttar Pradesh,Etah,IND,MALE,59,SC,Post Graduate,1,,,0,Air conditioner,777,3,780,0.08,0.05,0.08,1005225,1011620,1703935
ASHOK KUMAR,Uttar Pradesh,Etah,IND,MALE,59,SC,Graduate,2,15929248,0,0,Air conditioner,777,3,780,0.08,0.05,0.08,1005225,1011620,1703935
MUSLIM KHAN,Uttar Pradesh,Badaun,BSP,MALE,62,GENERAL,Others,1,23660000,0,0,Elephant,97686,65,97751,8.94,4.86,9.02,1083202,1093550,2010304
RAM PRATAP MAURYA,Uttar Pradesh,Badaun,IND,MALE,39,GENERAL,Graduate,3,2611100,540000,0,Cot,1542,1,1543,0.14,0.08,0.14,1083202,1093550,2010304
ABID ALI,Uttar Pradesh,Aonla,BSP,MALE,46,GENERAL,10th Pass,1,,,0,Elephant,95407,223,95630,8.77,5.05,8.84,1082038,1090062,1893622
CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,Bareilly,BJP,MALE,68,GENERAL,Post Graduate,2,48788862,7044201,1,Lotus,565600,1527,567127,50.62,29.44,50.94,1113298,1120305,1926167
MOHD NAJIM ALI,Uttar Pradesh,Bareilly,BHRTJDOP,MALE,35,GENERAL,10th Pass,1,203343,0,0,Electric pole,624,9,633,0.06,0.03,0.06,1113298,1120305,1926167
BHAGWAT SARAN GANGWAR,Uttar Pradesh,Pilibhit,SP,MALE,68,GENERAL,12th Pass,2,33663477,0,0,Bicycle,439735,2488,442223,38.08,24.11,38.31,1154206,1161235,1833961
SUSHIL KUMAR SHUKLA,Uttar Pradesh,Pilibhit,IND,MALE,54,GENERAL,Graduate Professional,1,,,0,Throwing a javelin,2723,4,2727,0.23,0.15,0.24,1154206,1161235,1833961
ADARSH PANDEY,Uttar Pradesh,Pilibhit,IND,MALE,43,GENERAL,Post Graduate,1,5226281,0,0,Batsman,1714,12,1726,0.15,0.09,0.15,1154206,1161235,1833961
PRADEEP KUMAR,Uttar Pradesh,Shahjahanpur,IND,MALE,36,SC,Post Graduate,5,25564752,1218681,0,Stethoscope,1996,9,2005,0.16,0.09,0.16,1239412,1248747,2333143
ANSHAY KALRA,Uttar Pradesh,Kheri,BSP,MALE,30,GENERAL,10th Pass,2,83238839,3000000,0,Elephant,110122,338,110460,9.1,5.9,9.16,1205428,1213543,1871224
NARESH SINGH BHADAURIYA,Uttar Pradesh,Kheri,IND,MALE,60,GENERAL,Graduate Professional,1,,,0,Scissors,2107,4,2111,0.17,0.11,0.18,1205428,1213543,1871224
MUKESH KUMAR (BHARTI),Uttar Pradesh,Kheri,RViP,MALE,41,SC,Post Graduate,2,559339,273800,0,Gas cylinder,1266,3,1269,0.1,0.07,0.11,1205428,1213543,1871224
ANAND BHADAURIYA,Uttar Pradesh,Dhaurahra,SP,MALE,46,GENERAL,Post Graduate,4,,,1,Bicycle,442650,1093,443743,39.9,25.8,40.17,1104703,1112068,1719979
SHYAM KISHOR AWASTHI,Uttar Pradesh,Dhaurahra,BSP,MALE,45,GENERAL,Graduate Professional,4,,,0,Elephant,184964,510,185474,16.68,10.78,16.79,1104703,1112068,1719979
RAJESH KUMAR,Uttar Pradesh,Dhaurahra,PLTIJSTP,MALE,47,SC,12th Pass,1,9518000,0,0,Kettle,5020,3,5023,0.45,0.29,0.45,1104703,1112068,1719979
RAJESH KUMAR,Uttar Pradesh,Dhaurahra,PLTIJSTP,MALE,47,SC,12th Pass,5,8764850,0,0,Kettle,5020,3,5023,0.45,0.29,0.45,1104703,1112068,1719979
VIJAY KUMAR TIWARI,Uttar Pradesh,Dhaurahra,IND,MALE,64,GENERAL,Post Graduate,1,,,0,Balloon,2017,0,2017,0.18,0.12,0.18,1104703,1112068,1719979
RAKESH RATHOR,Uttar Pradesh,Sitapur,INC,MALE,60,GENERAL,Graduate,1,42107005,8288936,1,Hand,530467,671,531138,48.17,30.17,48.5,1095057,1102725,1760367
RAJESH VERMA,Uttar Pradesh,Sitapur,BJP,MALE,63,GENERAL,Graduate Professional,12,53894412,40745130,1,Lotus,441066,431,441497,40.04,25.08,40.32,1095057,1102725,1760367
MO. KASHIF ANSARI,Uttar Pradesh,Sitapur,APNDLK,MALE,26,GENERAL,Graduate,1,191000,0,0,Envelope,7585,1,7586,0.69,0.43,0.69,1095057,1102725,1760367
CHANDRA SHEKHAR VERMA,Uttar Pradesh,Sitapur,RSOSP,MALE,43,GENERAL,Post Graduate,1,14403311,600000,0,Ganna kisan,2429,0,2429,0.22,0.14,0.22,1095057,1102725,1760367
RAM ADHAR VERMA,Uttar Pradesh,Sitapur,SRPSP,MALE,55,GENERAL,8th Pass,1,13813000,300000,0,Jackfruit,2114,1,2115,0.19,0.12,0.19,1095057,1102725,1760367
USHA VERMA,Uttar Pradesh,Hardoi,SP,FEMALE,60,SC,Post Graduate,2,68366530,22845,0,Bicycle,457553,1389,458942,41.64,24.01,42.05,1091302,1102070,1911779
INDRAPAL PASI,Uttar Pradesh,Hardoi,JUSTIP,MALE,47,SC,10th Pass,1,381000,0,0,Kettle,2945,1,2946,0.27,0.15,0.27,1091302,1102070,1911779
PRADEEP KUMAR,Uttar Pradesh,Hardoi,BKrD,MALE,40,SC,Post Graduate,5,25564752,1218681,0,Ganna kisan,1349,5,1354,0.12,0.07,0.12,1091302,1102070,1911779
BRAHMA PRASAD,Uttar Pradesh,Hardoi,LJSPty,MALE,52,SC,Post Graduate,1,5329000,0,0,Scissors,1139,1,1140,0.1,0.06,0.1,1091302,1102070,1911779
B R AHIRWAR,Uttar Pradesh,Misrikh,BSP,MALE,61,SC,Post Graduate,1,123083227,0,0,Elephant,111670,275,111945,10.63,5.96,10.72,1043954,1052758,1879798
LALIT KUMAR,Uttar Pradesh,Misrikh,BSCP,MALE,29,SC,Graduate Professional,1,4501602,0,0,Flute,3811,4,3815,0.36,0.2,0.37,1043954,1052758,1879798
SWAMI SACHCHIDANAND HARI SAKSHI,Uttar Pradesh,Unnao,BJP,MALE,68,GENERAL,Doctorate,2,67226281,0,1,Lotus,614832,1301,616133,47.27,26.28,47.66,1292818,1303551,2344843
ANNU TANDON,Uttar Pradesh,Unnao,SP,FEMALE,66,GENERAL,Graduate,1,798904449,124450048,0,Bicycle,577699,2616,580315,44.52,24.75,44.89,1292818,1303551,2344843
KAUSHAL KISHORE,Uttar Pradesh,Mohanlalganj,BJP,MALE,64,SC,12th Pass,2,,,0,Lotus,596197,1380,597577,43.32,27.29,43.66,1368586,1379358,2189866
RAMESH KUMAR,Uttar Pradesh,Mohanlalganj,IND,MALE,52,SC,Post Graduate,3,85528,0,0,Balloon,1839,2,1841,0.13,0.08,0.13,1368586,1379358,2189866
JITENDRA KUMAR,Uttar Pradesh,Mohanlalganj,IND,MALE,45,SC,Post Graduate,1,1229400,0,0,School bag,1402,12,1414,0.1,0.06,0.1,1368586,1379358,2189866
RAVIDAS MEHROTRA,Uttar Pradesh,Lucknow,SP,MALE,69,GENERAL,Graduate Professional,18,11850112,88480,0,Bicycle,476303,1247,477550,41.88,21.97,42.28,1129542,1140222,2173953
KAPIL MOHAN CHOWDHARY,Uttar Pradesh,Lucknow,MARD,MALE,52,GENERAL,Graduate,2,,,0,Boat with man and sail,815,2,817,0.07,0.04,0.07,1129542,1140222,2173953
GAURAV VERMA,Uttar Pradesh,Lucknow,HSP,MALE,39,GENERAL,Graduate,1,4820779,0,0,Apple,801,6,807,0.07,0.04,0.07,1129542,1140222,2173953
RAHUL GANDHI,Uttar Pradesh,Rae Bareli,INC,MALE,53,GENERAL,Post Graduate,18,,,1,Hand,686044,1605,687649,66.12,38.44,66.67,1031347,1039951,1788731
RAHUL GANDHI,Uttar Pradesh,Rae Bareli,INC,MALE,53,GENERAL,Post Graduate,18,203961862,4979184,1,Hand,686044,1605,687649,66.12,38.44,66.67,1031347,1039951,1788731
THAKUR PRASAD YADAV,Uttar Pradesh,Rae Bareli,BSP,MALE,56,GENERAL,12th Pass,1,,,0,Elephant,21588,36,21624,2.08,1.21,2.1,1031347,1039951,1788731
DILEEP SINGH,Uttar Pradesh,Rae Bareli,AKBHAD,MALE,40,GENERAL,Post Graduate,1,7256000,0,0,Scissors,8676,2,8678,0.83,0.49,0.84,1031347,1039951,1788731
RAMBHUAL NISHAD,Uttar Pradesh,Sultanpur,SP,MALE,64,GENERAL,Graduate,8,,,1,Bicycle,442886,1444,444330,42.97,23.95,43.35,1024874,1034131,1855602
SANGAM LAL GUPTA,Uttar Pradesh,Pratapgarh,BJP,MALE,52,GENERAL,8th Pass,2,394932229,165345,0,Lotus,374208,1518,375726,39.66,20.46,39.78,944397,947386,1836748
VIJAY SINGH,Uttar Pradesh,Pratapgarh,ssrd,MALE,35,GENERAL,8th Pass,3,,,0,Grapes,2457,2,2459,0.26,0.13,0.26,944397,947386,1836748
SUNIL KUMAR MISHRA,Uttar Pradesh,Pratapgarh,IND,MALE,36,GENERAL,12th Pass,2,,,0,Plastering trowel,1134,2,1136,0.12,0.06,0.12,944397,947386,1836748
SHANKAR SUMAN TIVARI,Uttar Pradesh,Pratapgarh,IND,MALE,29,GENERAL,Graduate,1,1273300,0,0,Glass tumbler,1128,1,1129,0.12,0.06,0.12,944397,947386,1836748
DHARMENDRA TIWARI,Uttar Pradesh,Pratapgarh,LGP,MALE,47,GENERAL,Graduate,1,,,0,Box,992,1,993,0.1,0.05,0.11,944397,947386,1836748
DHYAN SINGH,Uttar Pradesh,Pratapgarh,IND,MALE,68,GENERAL,Graduate,1,7524376,240000,0,Almirah,675,3,678,0.07,0.04,0.07,944397,947386,1836748
MOHRAM ALI,Uttar Pradesh,Pratapgarh,IND,MALE,43,GENERAL,8th Pass,3,,,0,Saw,501,2,503,0.05,0.03,0.05,944397,947386,1836748
DR. NAVAL KISHOR SHAKYA,Uttar Pradesh,Farrukhabad,SP,MALE,49,GENERAL,Post Graduate,2,226463798,1792000,0,Bicycle,484485,800,485285,46.89,27.7,47.14,1029429,1035044,1751985
HARNANDAN SINGH,Uttar Pradesh,Farrukhabad,IND,MALE,49,GENERAL,Graduate,3,10329000,137000,0,Ganna kisan,2457,12,2469,0.24,0.14,0.24,1029429,1035044,1751985
DR RAM SHANKAR KATHERIA,Uttar Pradesh,Etawah,BJP,MALE,59,SC,Doctorate,3,40477655,37793056,0,Lotus,430922,1406,432328,41.8,23.57,42.07,1027518,1034154,1834489
VIVEK RAJ,Uttar Pradesh,Etawah,JSPVR,MALE,28,SC,Post Graduate,3,,,0,Ship,1569,5,1574,0.15,0.09,0.15,1027518,1034154,1834489
AKHILESH YADAV,Uttar Pradesh,Kannauj,SP,MALE,50,GENERAL,Graduate Professional,3,420262015,9985548,1,Bicycle,640207,2085,642292,52.69,32.22,52.95,1213015,1218971,1993616
SUBRAT PATHAK,Uttar Pradesh,Kannauj,BJP,MALE,44,GENERAL,Graduate,1,,,0,Lotus,470131,1239,471370,38.67,23.64,38.86,1213015,1218971,1993616
ALOK VERMA,Uttar Pradesh,Kannauj,RSOSP,MALE,49,GENERAL,Post Graduate,1,78473726,1000000,0,Ganna kisan,4484,8,4492,0.37,0.23,0.37,1213015,1218971,1993616
SINOD KUMAR,Uttar Pradesh,Kannauj,IND,MALE,45,SC,8th Pass,1,2090000,0,0,Scissors,1732,1,1733,0.14,0.09,0.14,1213015,1218971,1993616
SHAILENDRA KUMAR,Uttar Pradesh,Kannauj,BKPP,MALE,35,GENERAL,Post Graduate,1,811300,0,0,Kettle,1141,10,1151,0.09,0.06,0.09,1213015,1218971,1993616
ALOK MISRA,Uttar Pradesh,Kanpur,INC,MALE,63,GENERAL,Post Graduate,5,355966144,47288390,0,Hand,419469,2618,422087,47.54,25.35,47.79,883279,887948,1664794
KULDEEP BHADAURIYA,Uttar Pradesh,Kanpur,BSP,MALE,33,GENERAL,Graduate Professional,2,4207056,0,0,Elephant,11843,189,12032,1.36,0.72,1.36,883279,887948,1664794
MANOJ KUMAR,Uttar Pradesh,Kanpur,IND,MALE,35,SC,Post Graduate,2,16260000,0,1,Cot,776,2,778,0.09,0.05,0.09,883279,887948,1664794
MANOJ KUMAR,Uttar Pradesh,Kanpur,IND,MALE,35,SC,12th Pass,1,720227,500000,1,Cot,776,2,778,0.09,0.05,0.09,883279,887948,1664794
MANOJ KUMAR,Uttar Pradesh,Kanpur,IND,MALE,35,SC,12th Pass,2,,,1,Cot,776,2,778,0.09,0.05,0.09,883279,887948,1664794
MANOJ KUMAR,Uttar Pradesh,Kanpur,IND,MALE,35,SC,Graduate,1,32491416,2400000,1,Cot,776,2,778,0.09,0.05,0.09,883279,887948,1664794
ARVIND KUMAR SRIVASTAVA,Uttar Pradesh,Kanpur,IND,MALE,39,GENERAL,Post Graduate,2,93969,0,0,Air conditioner,394,4,398,0.04,0.02,0.05,883279,887948,1664794
